joined_count,category,keyword,doc count,category count,keyword count,PMI
257,den,18.1.,4369432,273960,476,8.61120638356087
203,den,16.8.,4369432,273960,378,8.56528987740844
181,den,2.7.,4369432,273960,340,8.49058248091177
166,den,16.7.,4369432,273960,313,8.45866018079643
160,den,Praha 1,4369432,273960,302,8.44988633715562
193,den,13.7.,4369432,273960,366,8.41034964220376
189,den,24.7.,4369432,273960,359,8.39663322340126
152,den,23.7.,4369432,273960,289,8.38848577899635
184,den,20.7.,4369432,273960,351,8.36081346123688
271,den,9.5.,4369432,273960,517,8.36019823024045
242,den,15.2.,4369432,273960,462,8.35432214643778
252,den,17.1.,4369432,273960,483,8.32130111028586
174,den,10.8.,4369432,273960,334,8.30884407269561
164,den,9.7.,4369432,273960,315,8.30368989100483
204,den,4.2.,4369432,273960,392,8.30007330133105
184,den,21.12.,4369432,273960,354,8.28995910987047
248,den,10.1.,4369432,273960,478,8.27487823100951
195,den,22.8.,4369432,273960,377,8.24956575588684
198,den,Praha 5,4369432,273960,384,8.22378586289969
187,den,14.1.,4369432,273960,367,8.12668394081278
160,den,30.7.,4369432,273960,315,8.101160869273
196,den,Praha 11,4369432,273960,386,8.09853743634902
139,den,Ambrozek,4369432,273960,275,8.06157565138905
203,den,18.7.,4369432,273960,402,8.05392928771241
154,den,6.8.,4369432,273960,305,8.05301872476298
186,den,19.7.,4369432,273960,369,8.03941421630598
178,den,2.8.,4369432,273960,354,8.01963435628773
191,den,25.7.,4369432,273960,380,8.01655170558898
167,den,27.7.,4369432,273960,333,7.99852791907106
206,den,11.7.,4369432,273960,411,7.99398310229813
172,den,17.8.,4369432,273960,346,7.92848439120685
169,den,7.1.,4369432,273960,347,7.76774673767558
202,den,10.7.,4369432,273960,417,7.72597221390649
202,den,17.7.,4369432,273960,417,7.72597221390649
186,den,1.8.,4369432,273960,384,7.72537459848153
188,den,15.8.,4369432,273960,389,7.70807754945931
153,den,3.8.,4369432,273960,319,7.64959733727689
181,den,Klausová,4369432,273960,382,7.55706294112566
160,den,Kužvart,4369432,273960,341,7.48347704932843
167,den,Praha 10,4369432,273960,360,7.39863832514073
3378,den,fotografie,4369432,273960,7321,7.3591400134607
175,den,Lány,4369432,273960,380,7.34500810721504
172,den,14.8.,4369432,273960,375,7.31534826495352
171,den,3.7.,4369432,273960,375,7.27281717038984
175,den,31.7.,4369432,273960,384,7.26849760609821
122,den,7.7.,4369432,273960,268,7.26043871749444
145,den,5.1.,4369432,273960,324,7.13774156450703
139,den,9.8.,4369432,273960,314,7.06029714691717
11192,den,centrální,4369432,273960,25353,7.04070539517133
176,den,7.8.,4369432,273960,399,7.03521864963182
10942,den,regionální,4369432,273960,25073,6.96030446170914
178,den,Kasl,4369432,273960,408,6.95821216207318
163,den,8.8.,4369432,273960,374,6.95110469306187
140,den,4.7.,4369432,273960,324,6.89161254504127
135,den,cestování,4369432,273960,315,6.8353544834491
520,den,rozhlas,4369432,273960,1220,6.79800281960511
128,den,Jaroměř,4369432,273960,304,6.71543598373946
71942,den,Praha,4369432,273960,171227,6.70113067397483
159,den,Přibyslav,4369432,273960,381,6.65594885396224
435,den,Telč,4369432,273960,1043,6.65185503422899
192,den,Třešť,4369432,273960,462,6.62822252940518
110,den,Kühnl,4369432,273960,266,6.59551748402983
843,den,Č.Budějovice,4369432,273960,2048,6.56501087350799
174,den,podnikání,4369432,273960,423,6.56064756567455
271,den,Bendl,4369432,273960,664,6.50937121240107
247,den,Luhačovice,4369432,273960,610,6.45810267862486
139,den,Sedlčany,4369432,273960,360,6.15814806703331
103,den,Praha 4,4369432,273960,269,6.10692761160694
670,den,Impuls,4369432,273960,1792,5.96313477071731
308,den,Bém,4369432,273960,824,5.961579395759
233,den,Škromach,4369432,273960,625,5.94584702000292
213,den,H.Brod,4369432,273960,574,5.91841668688885
16533,den,výtvarné,4369432,273960,44680,5.90168912059122
122,den,3.1.,4369432,273960,332,5.86083607315816
131,den,4.1.,4369432,273960,357,5.85249305445642
191,den,Náměšť n.O.,4369432,273960,524,5.81352986283171
97,den,Polná,4369432,273960,272,5.68775207630139
6421,den,domácí,4369432,273960,18320,5.59004144773629
323,den,Rožnov p.R.,4369432,273960,931,5.53338220088736
991,den,ČSL,4369432,273960,2860,5.52643986616391
2180,den,ČRo,4369432,273960,6305,5.51453922376068
2682,den,rádia,4369432,273960,7800,5.48405748172108
1698,den,výstava,4369432,273960,5001,5.4152518423166
332,den,Jeseník,4369432,273960,979,5.40870405840507
356,den,Pelhřimov,4369432,273960,1056,5.37680030705655
100,den,veletrhy,4369432,273960,299,5.33416737838837
13037,den,zahraniční,4369432,273960,39170,5.30837898736347
393,den,Žďár n.S.,4369432,273960,1185,5.2894684061796
201,den,řemesla,4369432,273960,611,5.24677782772116
101,den,Součková,4369432,273960,310,5.19633937612743
12235,den,sportovní,4369432,273960,37622,5.18680501422038
268,den,Louny,4369432,273960,835,5.11901198041936
228,den,krev,4369432,273960,718,5.06463591252774
117,den,Mikuláš,4369432,273960,371,5.02978914819839
284,den,Šternberk,4369432,273960,905,5.00504040998041
701,den,Prima,4369432,273960,2240,4.99123280510189
116,den,Humpolec,4369432,273960,371,4.98679949735909
261,den,neziskové,4369432,273960,835,4.98530644361736
100,den,Šimonovský,4369432,273960,321,4.9685858135144
175,den,Telička,4369432,273960,562,4.96637558850839
221,den,ČTK,4369432,273960,719,4.9023149679628
164,den,masopust,4369432,273960,539,4.85280578045737
4910,den,kultura,4369432,273960,16366,4.78494304444469
174,den,Žatec,4369432,273960,583,4.76012679293368
110,den,Mareš,4369432,273960,373,4.70350576609098
95,den,Králíky,4369432,273960,324,4.67645136984943
86,den,Kasal,4369432,273960,297,4.61827541979389
119,den,Buzková,4369432,273960,411,4.6178834425897
146,den,Lipník n.B.,4369432,273960,506,4.60193167462778
81,den,Zahradil,4369432,273960,283,4.56495405431759
323,den,Rakovník,4369432,273960,1135,4.53883597271025
989,den,KDU,4369432,273960,3496,4.51193355157495
299,den,Litomyšl,4369432,273960,1057,4.5116357407313
675,den,Kroměříž,4369432,273960,2394,4.49694373911125
3882,den,televize,4369432,273960,14220,4.35405350992137
95,den,Polička,4369432,273960,349,4.34146201670836
318,den,design,4369432,273960,1170,4.33490002283695
584,den,Chrudim,4369432,273960,2149,4.33425300579183
80,den,Gandalovič,4369432,273960,296,4.31058390848141
13988,den,ekonomický,4369432,273960,51785,4.30813665219273
71,den,Jablonec n. N.,4369432,273960,263,4.30566689261622
140,den,nevidomí,4369432,273960,526,4.24502369694557
626,den,U. Hradiště,4369432,273960,2359,4.23237577313465
72,den,Kladruby,4369432,273960,272,4.22183659271856
70,den,Zieleniec,4369432,273960,266,4.19714748983716
141,den,ples,4369432,273960,536,4.19558139002752
67,den,Č.Lípa,4369432,273960,255,4.19056372906879
901,den,Třebíč,4369432,273960,3482,4.12699413432064
146,den,Holešov,4369432,273960,565,4.12137597763125
80,den,starožitnosti,4369432,273960,310,4.11591237713064
191,den,Prachatice,4369432,273960,745,4.08897939345478
81,den,Česká Lípa,4369432,273960,317,4.07533753114157
1928,den,kondice,4369432,273960,7566,4.06423227194594
6550,den,literatura,4369432,273960,25739,4.05870472908998
654,den,veletrh,4369432,273960,2570,4.05865795398573
292,den,Náchod,4369432,273960,1154,4.03566278572211
166,den,Semily,4369432,273960,657,4.02977265843118
79,den,Špindlerův Mlýn,4369432,273960,315,3.99994817920354
2676,den,ČT,4369432,273960,10715,3.98319677038322
344,den,miss,4369432,273960,1390,3.94713035878787
734,den,folklor,4369432,273960,2971,3.94031766363306
3017,den,Jihlava,4369432,273960,12241,3.93093841287372
80,den,Světlá n.S.,4369432,273960,325,3.92594719049384
1138,den,charita,4369432,273960,4631,3.91927113043659
77,den,Vizovice,4369432,273960,314,3.91109985836419
261,den,DEU,4369432,273960,1066,3.90500082591041
81,den,Lysá n.L.,4369432,273960,336,3.84488689694012
103,den,Jirkov,4369432,273960,429,3.82928561194001
9246,den,zábava,4369432,273960,38675,3.81295249194391
1273,den,premiéra,4369432,273960,5352,3.79358768074333
101,den,Č.Krumlov,4369432,273960,425,3.79027107435177
415,den,Val. Meziříčí,4369432,273960,1747,3.78872443701958
474,den,Špidla,4369432,273960,2015,3.75181243607677
490,den,Kutná Hora,4369432,273960,2098,3.7250184109041
394,den,Mělník,4369432,273960,1694,3.70954499515006
228,den,filharmonie,4369432,273960,982,3.70306373237772
186,den,Unie,4369432,273960,806,3.68057549108797
180,den,Vysoké Mýto,4369432,273960,781,3.67586284641309
233,den,Benešov,4369432,273960,1026,3.62198283382244
95,den,Zábřeh,4369432,273960,421,3.59897920149933
196,den,Otrokovice,4369432,273960,872,3.58490303948477
190,den,Vlašim,4369432,273960,847,3.57773375166757
3550,den,muzea,4369432,273960,15883,3.56478748585931
65,den,Loket,4369432,273960,291,3.56252725082398
266,den,jazz,4369432,273960,1194,3.55316305086047
57,den,Napajedla,4369432,273960,256,3.55118025897941
5984,den,Olomouc,4369432,273960,27023,3.53179795732914
209,den,US,4369432,273960,953,3.4977697129367
77,den,Mlynář,4369432,273960,355,3.45939536767987
302,den,sochy,4369432,273960,1393,3.45775050921546
1485,den,handicapovaní,4369432,273960,6854,3.45557386710696
61,den,onkologie,4369432,273960,283,3.43780490510337
168,den,U. Brod,4369432,273960,787,3.40464924715635
5115,den,Zlín,4369432,273960,24089,3.38660615882623
58,den,Neratovice,4369432,273960,274,3.37609965970843
126,den,J.Hradec,4369432,273960,596,3.37180237941952
171,den,Pithart,4369432,273960,810,3.36704498629159
482,den,tanec,4369432,273960,2303,3.33803532018487
131,den,postižení,4369432,273960,629,3.32168524712391
291,den,Turnov,4369432,273960,1398,3.31988962393558
175,den,Klatovy,4369432,273960,842,3.31484926453885
70,den,kočky,4369432,273960,337,3.31288199494565
187,den,ODA,4369432,273960,903,3.3028715462661
91,den,Bursík,4369432,273960,441,3.29109660314216
464,den,H. Brod,4369432,273960,2249,3.29053377237923
76,den,Zelení,4369432,273960,369,3.28492193784546
55,den,Lanškroun,4369432,273960,269,3.26098076347943
56,den,Vimperk,4369432,273960,274,3.25968243006332
205,den,Hranice,4369432,273960,1005,3.25331133789368
2816,den,Hradec Králové,4369432,273960,13907,3.22951289704821
1885,den,K.Vary,4369432,273960,9330,3.22231162590607
165,den,Čáslav,4369432,273960,817,3.22106667824713
126,den,Poděbrady,4369432,273960,625,3.21535074901445
1377,den,KSČM,4369432,273960,6839,3.21128731617516
310,den,Č. Lípa,4369432,273960,1545,3.20015517348102
52,den,Čapek,4369432,273960,260,3.18983209227624
66,den,betlémy,4369432,273960,332,3.17061623629868
91,den,Bublan,4369432,273960,458,3.16893799560195
132,den,Třeboň,4369432,273960,673,3.12821572199453
772,den,vzdělání,4369432,273960,3938,3.12665106048408
69,den,Smetana,4369432,273960,352,3.1263979313503
122,den,Chodov,4369432,273960,624,3.1182653466162
1150,den,soutěž,4369432,273960,5883,3.11771792122869
116,den,Rokycany,4369432,273960,594,3.11465086451216
161,den,Svitavy,4369432,273960,825,3.11250282943318
273,den,Strakonice,4369432,273960,1407,3.09461322385009
150,den,Masaryk,4369432,273960,774,3.09092257003512
79,den,M.Boleslav,4369432,273960,409,3.08064468569466
894,den,konference,4369432,273960,4642,3.07163926162749
5030,den,Ostrava,4369432,273960,26149,3.0679673073826
79,den,rock,4369432,273960,411,3.06565371398812
69,den,Hořice,4369432,273960,360,3.05692242176473
87,den,odlet,4369432,273960,454,3.0563369166083
126,den,Vrchlabí,4369432,273960,660,3.04483972444551
267,den,Trutnov,4369432,273960,1403,3.03522868366984
48,den,Litovel,4369432,273960,253,3.02592767646758
49,den,Bureš,4369432,273960,259,3.01740873593699
55,den,Libavá,4369432,273960,291,3.0144461353126
122,den,Lidice,4369432,273960,647,3.00741511018317
89,den,Kopřivnice,4369432,273960,477,2.97583916365394
76,den,Němcová,4369432,273960,408,2.97092204672788
102,den,Tvrdík,4369432,273960,548,2.96863935595052
62,den,péče,4369432,273960,335,2.95178492121085
173,den,Slaný,4369432,273960,940,2.93532421257335
52,den,Bystřice p.H.,4369432,273960,283,2.93058778795697
88,den,Kolář,4369432,273960,480,2.92401275125322
1858,den,hobby,4369432,273960,10137,2.92330473880303
63,den,Brandýs n.L.,4369432,273960,345,2.91245538860005
3113,den,vysoké,4369432,273960,17061,2.91013050326943
536,den,1945,4369432,273960,2944,2.90378736661017
86,den,nadace,4369432,273960,476,2.88157100772854
10452,den,Brno,4369432,273960,57890,2.87961003873478
321,den,Šumperk,4369432,273960,1780,2.87622500455246
47,den,Kafka,4369432,273960,261,2.87207104093838
126,den,Urban,4369432,273960,701,2.86675352087594
6762,den,divadlo,4369432,273960,37686,2.86175829326168
68,den,Tachov,4369432,273960,379,2.86159079518186
66,den,Palas,4369432,273960,368,2.86044725666076
69,den,Invex,4369432,273960,385,2.85842096580599
67,den,Emmerová,4369432,273960,377,2.83446618279189
1068,den,školství,4369432,273960,6010,2.83422685070801
155,den,dokumentární,4369432,273960,873,2.83175243014214
52,den,Phare,4369432,273960,293,2.83056772693455
109,den,Terezín,4369432,273960,617,2.81759884974158
83,den,jezdectví,4369432,273960,470,2.816553868712
103,den,Mladá Boleslav,4369432,273960,585,2.80814278208934
89,den,Sokol,4369432,273960,506,2.80528711672516
108,den,Bruntál,4369432,273960,620,2.77824085456318
71,den,Uničov,4369432,273960,408,2.77546664891683
1651,den,Ústí n.L.,4369432,273960,9542,2.75959588364498
47,den,Stříbro,4369432,273960,272,2.75592110913573
70,den,Parkanová,4369432,273960,407,2.74309885085181
55,den,rybaření,4369432,273960,321,2.73272219743292
304,den,Hrad,4369432,273960,1780,2.72390156194376
179,den,Dvořák,4369432,273960,1055,2.70606608776042
87,den,Frýdlant,4369432,273960,513,2.70482838233951
56,den,gastronomie,4369432,273960,331,2.6983473892367
136,den,Ostrov,4369432,273960,806,2.69117347735465
126,den,ČMKOS,4369432,273960,747,2.69021983685948
199,den,Vyškov,4369432,273960,1197,2.65153127135745
255,den,idol,4369432,273960,1535,2.64953479977343
49,den,Č. Třebová,4369432,273960,295,2.64918258511078
130,den,Boskovice,4369432,273960,787,2.63455001268051
327,den,Tábor,4369432,273960,1981,2.63269836995036
62,den,Rychetský,4369432,273960,376,2.62991475692988
49,den,tradice,4369432,273960,298,2.62251296177074
392,den,knihovny,4369432,273960,2385,2.62141337562324
217,den,tripartita,4369432,273960,1321,2.61996049971213
160,den,koně,4369432,273960,975,2.61729812699589
273,den,sport,4369432,273960,1664,2.61665913819536
78,den,spotřebitelé,4369432,273960,477,2.60803881758435
409,den,cvičení,4369432,273960,2504,2.60511446833264
51,den,skaut,4369432,273960,313,2.59874499530493
53,den,hospic,4369432,273960,326,2.59296167010186
43,den,Mohelnice,4369432,273960,265,2.58797698052601
10881,den,média,4369432,273960,67073,2.58737219119898
41,den,Opočno,4369432,273960,253,2.58464655698273
69,den,Švejnar,4369432,273960,427,2.5772648052349
132,den,veteráni,4369432,273960,817,2.5768533425977
42,den,Svěrák,4369432,273960,260,2.57640284376158
54,den,Burian,4369432,273960,335,2.57090944750623
713,den,Přerov,4369432,273960,4431,2.56640744955198
46,den,pochod,4369432,273960,286,2.56524958469768
45,den,Trend,4369432,273960,280,2.56325793129341
1821,den,Vánoce,4369432,273960,11335,2.56227800619102
128,den,Langer,4369432,273960,798,2.55826132713884
186,den,Jičín,4369432,273960,1165,2.54638956722481
1120,den,pietní,4369432,273960,7025,2.54278430131629
69,den,M. Třebová,4369432,273960,433,2.54155212894989
955,den,Most,4369432,273960,6009,2.53477254794792
106,den,Němec,4369432,273960,669,2.52707176219194
85,den,Kunovice,4369432,273960,538,2.51984877177956
94,den,N. Jičín,4369432,273960,596,2.51547161639234
831,den,Prostějov,4369432,273960,5273,2.51351267654235
92,den,Julínek,4369432,273960,588,2.49544687490999
10866,den,hudba,4369432,273960,69546,2.49192732254002
4139,den,děti,4369432,273960,26554,2.48601247080127
611,den,senioři,4369432,273960,3929,2.48025885515498
6538,den,sociální,4369432,273960,42300,2.46514447036668
56,den,Havlová,4369432,273960,364,2.45371699405865
88,den,Ústí n.O.,4369432,273960,572,2.45371699405865
135,den,pouť,4369432,273960,878,2.45231966091853
337,den,Kolín,4369432,273960,2195,2.4486865947542
56,den,Beneš,4369432,273960,365,2.44699448174616
159,den,balet,4369432,273960,1039,2.44072811680425
83,den,M. Lázně,4369432,273960,544,2.4334197027475
561,den,Cheb,4369432,273960,3688,2.42610602462984
140,den,Zaorálek,4369432,273960,922,2.42178141496027
5343,den,Plzeň,4369432,273960,35258,2.41693698863123
245,den,muzikál,4369432,273960,1619,2.41355423906016
65,den,Kraus,4369432,273960,430,2.41091960462739
396,den,Velikonoce,4369432,273960,2621,2.40971672747309
207,den,prevence,4369432,273960,1376,2.39932864498976
138,den,loutky,4369432,273960,924,2.38201747150499
38,den,Martinů,4369432,273960,256,2.36745350598628
58,den,Vlček,4369432,273960,392,2.35982476214314
38,den,Bílá,4369432,273960,257,2.35824162464002
145,den,ptáci,4369432,273960,983,2.35262285544281
943,den,Paroubek,4369432,273960,6417,2.34378343697717
42,den,Miss,4369432,273960,290,2.30987841164832
7609,den,školy,4369432,273960,52727,2.30161325223604
166,den,Blansko,4369432,273960,1156,2.29027736729177
59,den,Baťa,4369432,273960,411,2.28953884968733
385,den,Sokolov,4369432,273960,2693,2.28014362333152
57,den,Ježek,4369432,273960,399,2.27845149448303
52,den,UNICEF,4369432,273960,364,2.27845149448303
66,den,hřiště,4369432,273960,464,2.26863058286888
65,den,Dostál,4369432,273960,457,2.2684801531505
357,den,Židé,4369432,273960,2517,2.262157443271
83,den,Hlučín,4369432,273960,586,2.25901078207277
568,den,Topolánek,4369432,273960,4040,2.24235721338231
50,den,květiny,4369432,273960,356,2.24005062659849
257,den,Písek,4369432,273960,1833,2.23618889174849
43,den,recese,4369432,273960,308,2.22666850597205
357,den,rakovina,4369432,273960,2560,2.22416026746605
1477,den,zdravotnictví,4369432,273960,10600,2.22235000013774
47,den,Valtice,4369432,273960,338,2.21778266770686
49,den,Fencl,4369432,273960,353,2.21390612636737
4091,den,OPRAVA,4369432,273960,29494,2.21224708237304
2844,den,Pardubice,4369432,273960,20579,2.20416018038623
952,den,architektura,4369432,273960,6897,2.20147901395316
56,den,SOS,4369432,273960,407,2.19447908068145
458,den,Svoboda,4369432,273960,3332,2.19229156401939
147,den,Nové Město n.Mor.,4369432,273960,1072,2.18705838416328
596,den,Vsetín,4369432,273960,4349,2.18572077143785
63,den,Velehrad,4369432,273960,460,2.18434154145004
52,den,knihy,4369432,273960,381,2.17678830444048
1439,den,hasiči,4369432,273960,10560,2.17337518029617
118,den,myslivost,4369432,273960,867,2.17070465333678
97,den,Aš,4369432,273960,713,2.16980163359604
45,den,Motejl,4369432,273960,331,2.16831486635092
109,den,Březina,4369432,273960,802,2.1676539779184
194,den,mládež,4369432,273960,1430,2.16373225839717
52,den,koncert,4369432,273960,384,2.15978214581204
295,den,Beroun,4369432,273960,2184,2.1543050989503
47,den,ČVUT,4369432,273960,348,2.15405328070379
4274,den,festival,4369432,273960,31707,2.14989471763154
69,den,přílet,4369432,273960,513,2.14520871702788
437,den,zelení,4369432,273960,3261,2.13731466471131
45,den,CzechTrade,4369432,273960,336,2.13604827607784
47,den,cukrovka,4369432,273960,351,2.1356425689029
5391,den,UPOZORNĚNÍ,4369432,273960,40337,2.1315894599823
425,den,opera,4369432,273960,3186,2.12755593097521
50,den,komiks,4369432,273960,376,2.1208989975241
58,den,NPÚ,4369432,273960,437,2.1168222122657
317,den,základní,4369432,273960,2411,2.09700699554452
171,den,ČLK,4369432,273960,1301,2.09631547955126
92,den,Mikulov,4369432,273960,700,2.09617537492439
57,den,Filip,4369432,273960,437,2.08032527757146
36,den,Hus,4369432,273960,277,2.07281507801344
53,den,filatelie,4369432,273960,408,2.07182721679707
60,den,Tlustý,4369432,273960,465,2.05795618856532
36,den,extrémní,4369432,273960,279,2.05795618856532
48,den,Mošnov,4369432,273960,375,2.0414925390568
70,den,Frýdek,4369432,273960,547,2.04102601882392
61,den,knihovna,4369432,273960,477,2.03962010093135
432,den,církev,4369432,273960,3380,2.03847257967949
65,den,Říčany,4369432,273960,509,2.0367297249308
65,den,Nový Bor,4369432,273960,512,2.02479576169879
391,den,Nova,4369432,273960,3080,2.02471485077924
33,den,soudci,4369432,273960,260,2.02431652009839
313,den,záchranná,4369432,273960,2474,2.01782022005349
235,den,Děčín,4369432,273960,1858,2.01725118860311
155,den,pořady,4369432,273960,1226,2.01641098818441
169,den,muzeum,4369432,273960,1338,2.01450531986056
34,den,Roudnice n.L.,4369432,273960,270,2.0084127988406
40,den,chmel,4369432,273960,318,2.00618370583412
24297,den,správa,4369432,273960,193728,2.00031359292503
1424,den,Č. Budějovice,4369432,273960,11358,1.99961300378648
158,den,Hodonín,4369432,273960,1261,1.99838806732612
186,den,ČMFS,4369432,273960,1487,1.99498577391857
56,den,Janáček,4369432,273960,449,1.98920486823463
3751,den,Liberec,4369432,273960,30152,1.98412380242243
82,den,výstavnictví,4369432,273960,660,1.98156236035342
99,den,Pospíšil,4369432,273960,797,1.98113787412389
48,den,Štěch,4369432,273960,391,1.9579532024202
760,den,KDU-ČSL,4369432,273960,6227,1.94658133140352
108,den,čtyřkoalice,4369432,273960,894,1.92674421681115
75,den,ČOV,4369432,273960,622,1.92313028071317
34,den,Fidlovačka,4369432,273960,283,1.91615355366418
47,den,brambory,4369432,273960,393,1.9074059584858
30,den,LOK,4369432,273960,251,1.90627415873082
33,den,výživa,4369432,273960,277,1.90008048817899
142,den,Č. Krumlov,4369432,273960,1192,1.89998388046656
45,den,šperky,4369432,273960,378,1.89870957873586
1134,den,zoo,4369432,273960,9565,1.89088844361801
3395,den,ČSSD,4369432,273960,28671,1.88857729993336
113,den,Bohumín,4369432,273960,960,1.87734909597508
106,den,Úsvit,4369432,273960,908,1.86190639747402
47,den,Valachová,4369432,273960,403,1.86007578581865
163,den,dražba,4369432,273960,1401,1.8556125304819
51,den,paralympijské,4369432,273960,439,1.85286374380511
47,den,Mozart,4369432,273960,406,1.84633138346039
769,den,hromada,4369432,273960,6647,1.84517893708472
72,den,Domažlice,4369432,273960,624,1.84028774554399
60,den,Kohout,4369432,273960,520,1.84028774554399
111,den,radar,4369432,273960,967,1.8307722970148
2241,den,církve,4369432,273960,19702,1.81413402669553
32,den,úrazy,4369432,273960,282,1.80983381122056
96,den,Febiofest,4369432,273960,848,1.8055653352507
292,den,podnikatelé,4369432,273960,2589,1.79882381410711
31,den,1948,4369432,273960,275,1.79790536110116
31,den,otužilci,4369432,273960,275,1.79790536110116
249,den,psi,4369432,273960,2212,1.79536209533631
199,den,Litoměřice,4369432,273960,1769,1.79416785291965
28,den,Šlechtová,4369432,273960,250,1.7863059716747
64,den,Dobeš,4369432,273960,573,1.7814071021438
70,den,Vlk,4369432,273960,628,1.77777266289281
39,den,včelaři,4369432,273960,350,1.77719216569676
48,den,Hučín,4369432,273960,432,1.77212894015347
67,den,Visegrád,4369432,273960,604,1.76919495184196
32,den,ČBA,4369432,273960,290,1.75990736125586
145,den,horolezectví,4369432,273960,1319,1.75331938354835
44,den,CzechTourism,4369432,273960,403,1.74134754417065
41,den,Kralupy n.V.,4369432,273960,378,1.72993539395934
282,den,lázně,4369432,273960,2600,1.72987048081135
30,den,CHKO,4369432,273960,277,1.72734589834454
38,den,Lednice,4369432,273960,351,1.72668973655979
72,den,fórum,4369432,273960,668,1.71907118745426
5678,den,film,4369432,273960,52687,1.71881741415762
68,den,Brabec,4369432,273960,631,1.71876848078276
63,den,Slavkov,4369432,273960,590,1.70304594757122
71,den,unie,4369432,273960,669,1.69266127467574
40,den,porody,4369432,273960,378,1.68774184776521
53,den,Bauer,4369432,273960,502,1.68387550687889
65,den,Dienstbier,4369432,273960,616,1.68294712660679
27,den,Pelikán,4369432,273960,256,1.6821380174113
85,den,zastupitelstvo,4369432,273960,810,1.67367733236717
4454,den,ekologie,4369432,273960,42500,1.67147201635275
60,den,kulinářství,4369432,273960,577,1.65849155577621
51,den,vodní,4369432,273960,491,1.65663377501108
41,den,Agrární komora,4369432,273960,395,1.65548247826995
3004,den,ocenění,4369432,273960,29125,1.64502242149319
548,den,střední,4369432,273960,5317,1.64381040677768
2539,den,menšiny,4369432,273960,24644,1.64319584529488
73,den,psychiatrie,4369432,273960,709,1.64215615469793
249,den,1918,4369432,273960,2419,1.64172838151464
46,den,půlmaraton,4369432,273960,447,1.64130062913543
4438,den,historie,4369432,273960,43225,1.63753323603493
234,den,Kalousek,4369432,273960,2280,1.63688752103649
96,den,akreditace,4369432,273960,941,1.62711945195813
3170,den,památky,4369432,273960,31151,1.623024579069
26,den,internacionálové,4369432,273960,256,1.61983660935903
83,den,Dvůr Králové n.L.,4369432,273960,822,1.61043834342414
35,den,regiony,4369432,273960,347,1.60870494567246
26,den,Hřebejk,4369432,273960,261,1.58880525668932
39,den,výzkum,4369432,273960,392,1.58677871937211
48,den,Jahn,4369432,273960,484,1.58173492178987
31,den,spalovna,4369432,273960,313,1.57962931087162
468,den,víno,4369432,273960,4751,1.57108126624425
25,den,freestyle,4369432,273960,254,1.56979925800996
49,den,stromy,4369432,273960,498,1.5692949048347
2131,den,nemocnice,4369432,273960,21666,1.56870954228761
41,den,Špotáková,4369432,273960,417,1.56814287509983
582,den,Jablonec n.N.,4369432,273960,5928,1.56585887120848
70,den,komora,4369432,273960,715,1.56145626894641
100,den,Mostecko,4369432,273960,1023,1.55905771861009
79,den,Krnov,4369432,273960,810,1.5555354030236
89,den,Prazdroj,4369432,273960,915,1.55133910498681
45,den,Plzeňská teplárenská,4369432,273960,463,1.55013438609537
61,den,Tesco,4369432,273960,629,1.54673893186686
35,den,Regiontour,4369432,273960,361,1.5463174962558
1970,den,věda,4369432,273960,20401,1.54011303901382
27,den,Země živitelka,4369432,273960,280,1.53795475877605
42,den,Tůma,4369432,273960,436,1.53638701692204
34,den,politika,4369432,273960,353,1.53617976115287
29,den,obaly,4369432,273960,302,1.53154189860946
43,den,UK,4369432,273960,448,1.53083459785579
31,den,činohra,4369432,273960,323,1.5307243786465
652,den,Příbram,4369432,273960,6803,1.5285686639454
97,den,cena,4369432,273960,1018,1.51971371783298
93,den,Zlatá tretra,4369432,273960,977,1.51819029980394
177,den,cykloturistika,4369432,273960,1861,1.51692713684281
37,den,folklór,4369432,273960,394,1.49776379967286
157,den,Frýdek-Místek,4369432,273960,1687,1.48430242586654
25,den,Duchcov,4369432,273960,269,1.48226398339974
56,den,Mládek,4369432,273960,615,1.45228127778431
743,den,pivo,4369432,273960,8176,1.44939166130213
81,den,galerie,4369432,273960,893,1.44667636883749
23,den,Kašpar,4369432,273960,254,1.44421531736917
36,den,legislativa,4369432,273960,398,1.44263762967267
71,den,KFOR,4369432,273960,786,1.44070024523927
555,den,sporty,4369432,273960,6149,1.43954855359678
2310,den,příroda,4369432,273960,25659,1.43585333277956
46,den,RFE/RL,4369432,273960,513,1.43013914468526
38,den,porcelán,4369432,273960,424,1.42940589040681
27,den,Fuksa,4369432,273960,302,1.42591831939501
36,den,horská služba,4369432,273960,403,1.42473889977599
42,den,Palach,4369432,273960,471,1.42221813031425
386,den,předsednictví,4369432,273960,4339,1.41884672461239
33,den,Milovice,4369432,273960,371,1.41865847769698
2118,den,ODS,4369432,273960,23850,1.41636569631889
312,den,sklo,4369432,273960,3516,1.41528386346728
46,den,sbírka,4369432,273960,519,1.41360574416866
163259,den,ČR,4369432,273960,1842055,1.41355387747089
232,den,1989,4369432,273960,2624,1.41013918713432
25,den,LOK-SČL,4369432,273960,283,1.40893643651778
1300,den,rodina,4369432,273960,14722,1.40836221979321
93,den,petice,4369432,273960,1055,1.40594495062413
30,den,Kyjov,4369432,273960,341,1.40315194674908
